                            -----Size(MB)----- ----Ports----             
 Id CagePos Type RPM State      Total     Free A      B      Capacity(GB)
433 15:1:1  FC    15 normal    559104    76800 2:3:3  3:3:3*          600
434 15:1:2  FC    15 normal    559104    78848 2:3:3* 3:3:3           600
435 7:6:1   FC    10 normal    417792    11264 0:6:4  1:6:4*          450
436 15:9:0  FC    15 normal    559104    74752 2:3:3* 3:3:3           600
437 15:9:1  FC    15 normal    559104    80896 2:3:3  3:3:3*          600
438 15:9:2  FC    15 normal    559104    74752 2:3:3* 3:3:3           600
439 15:9:3  FC    15 normal    559104    75776 2:3:3  3:3:3*          600
440 14:8:1  FC    10 normal    417792    13312 2:3:4  3:3:4*          450
441 5:7:3   FC    10 normal    417792    79872 0:6:2  1:6:2*          450
442 13:8:3  FC    10 normal    417792    79872 2:6:4  3:6:4*          450
443 14:8:2  FC    10 normal    417792    14336 2:3:4* 3:3:4           450
444 15:8:0  FC    10 normal    417792    10240 2:3:3* 3:3:3           450
445 15:8:1  FC    10 normal    417792    12288 2:3:3  3:3:3*          450
446 15:8:2  FC    10 normal    417792    12288 2:3:3* 3:3:3           450
447 15:8:3  FC    10 normal    417792    17408 2:3:3  3:3:3*          450
448 11:0:3  FC    10 normal    417792    11264 2:3:1  3:3:1*          450
449 12:2:1  FC    10 normal    417792    17408 2:3:2  3:3:2*          450
450 12:2:2  FC    10 normal    417792    14336 2:3:2* 3:3:2           450
451 12:2:3  FC    10 normal    417792    16384 2:3:2  3:3:2*          450
452 12:7:0  FC    10 normal    417792    11264 2:3:2* 3:3:2           450
453 12:7:1  FC    10 normal    417792    14336 2:3:2  3:3:2*          450
454 12:7:2  FC    10 normal    417792    15360 2:3:2* 3:3:2           450
455 12:7:3  FC    10 normal    417792    12288 2:3:2  3:3:2*          450
456 13:2:0  FC    10 normal    417792    79872 2:6:4* 3:6:4           450
457 13:2:1  FC    10 normal    417792    81920 2:6:4  3:6:4*          450
458 13:2:2  FC    10 normal    417792    80896 2:6:4* 3:6:4           450
459 13:2:3  FC    10 normal    417792    82944 2:6:4  3:6:4*          450
460 13:7:0  FC    10 normal    417792    79872 2:6:4* 3:6:4           450
461 13:7:1  FC    10 normal    417792    82944 2:6:4  3:6:4*          450
462 13:7:2  FC    10 normal    417792    79872 2:6:4* 3:6:4           450
463 13:7:3  FC    10 normal    417792    80896 2:6:4  3:6:4*          450
464 14:2:0  FC    10 normal    417792    12288 2:3:4* 3:3:4           450
465 14:2:1  FC    10 normal    417792    18432 2:3:4  3:3:4*          450
466 14:2:2  FC    10 normal    417792    15360 2:3:4* 3:3:4           450
467 14:2:3  FC    10 normal    417792    17408 2:3:4  3:3:4*          450
468 14:7:0  FC    10 normal    417792    11264 2:3:4* 3:3:4           450
469 14:7:1  FC    10 normal    417792    14336 2:3:4  3:3:4*          450
470 14:7:2  FC    10 normal    417792    15360 2:3:4* 3:3:4           450
471 14:7:3  FC    10 normal    417792    13312 2:3:4  3:3:4*          450
472 15:2:0  FC    10 normal    417792    14336 2:3:3* 3:3:3           450
473 15:2:1  FC    10 normal    417792    17408 2:3:3  3:3:3*          450
474 15:2:2  FC    10 normal    417792    15360 2:3:3* 3:3:3           450
475 15:2:3  FC    10 normal    417792    17408 2:3:3  3:3:3*          450
476 15:7:0  FC    10 normal    417792    11264 2:3:3* 3:3:3           450
477 15:7:1  FC    10 normal    417792    14336 2:3:3  3:3:3*          450
478 15:7:2  FC    10 normal    417792    14336 2:3:3* 3:3:3           450
479 15:7:3  FC    10 normal    417792    13312 2:3:3  3:3:3*          450
496 14:8:3  FC    10 normal    417792    16384 2:3:4  3:3:4*          450
-------------------------------------------------------------------------
416 total                   191889408 24895488                           
